"Code","Description","Parent"
"Sp_60_82_46","Landing Stages","Sp_60_82"
"Sp_60_82_47","Lifeboat Vessel Storage And Launch Spaces","Sp_60_82"
"Sp_60_82_61","Passport Control Offices","Sp_60_82"
"Sp_60_82_63","Piers","Sp_60_82"
"Sp_60_82_69","Quays","Sp_60_82"
"Sp_60_82_77","Shipping Halls/ Concourses","Sp_60_82"
"Sp_60_82_79","Slipways","Sp_60_82"
"Sp_60_82_96","Warning Beacon Rooms","Sp_60_82"
"Sp_60_82_97","Wet Docks","Sp_60_82"
"Sp_60_82_98","Wharfs","Sp_60_82"
"Sp_60_83","Cable Transport Spaces","Sp_60"
"Sp_60_83_11","Cable Transport Embarkation Spaces","Sp_60_83"
"Sp_60_83_12","Cable Transport Loading Spaces","Sp_60_83"
"Sp_60_83_13","Cableways","Sp_60_83"
"Sp_60_83_34","Gondola Repair And Cleaning Spaces","Sp_60_83"
"Sp_60_83_35","Gondola Storage Spaces","Sp_60_83"
"Sp_60_84","Aerospace Spaces","Sp_60"
"Sp_60_84_00","Aircraft Cleaning Spaces","Sp_60_84"
"Sp_60_84_01","Aircraft Fuelling Spaces","Sp_60_84"
"Sp_60_84_02","Aircraft Manoeuvring Areas (Taxiways)","Sp_60_84"
"Sp_60_84_03","Aircraft Manoeuvring Buffer Areas","Sp_60_84"
"Sp_60_84_04","Aircraft Repair Spaces","Sp_60_84"
"Sp_60_84_05","Aircraft Standing Areas","Sp_60_84"
"Sp_60_84_06","Airport Control Spaces","Sp_60_84"
"Sp_60_84_07","Arrivals Gates","Sp_60_84"
"Sp_60_84_08","Baggage Claim Areas","Sp_60_84"
"Sp_60_84_09","Baggage Handling Areas","Sp_60_84"
"Sp_60_84_10","Baggage Storage Areas","Sp_60_84"
"Sp_60_84_11","Boarding Areas","Sp_60_84"
"Sp_60_84_12","Cargo Handling Areas","Sp_60_84"
"Sp_60_84_13","Cargo Loading Areas","Sp_60_84"
"Sp_60_84_14","Cargo Storage Areas","Sp_60_84"
"Sp_60_84_16","Concourses","Sp_60_84"
"Sp_60_84_20","Customs Control Areas","Sp_60_84"
"Sp_60_84_22","Departures Gates","Sp_60_84"
"Sp_60_84_36","Hanger Spaces","Sp_60_84"
"Sp_60_84_37","Helipads","Sp_60_84"
"Sp_60_84_46","Landing Strips","Sp_60_84"
"Sp_60_84_60","Passport Control Offices","Sp_60_84"
"Sp_60_84_74","Runways","Sp_60_84"
"Sp_60_84_80","Spacecraft Cleaning Spaces","Sp_60_84"
"Sp_60_84_81","Spacecraft Preparation Spaces","Sp_60_84"
"Sp_60_84_82","Spacecraft Repair Spaces","Sp_60_84"
"Sp_60_84_83","Spacecraft Storage Spaces","Sp_60_84"
"Sp_60_90","Plant And Control Spaces","Sp_60"
"Sp_60_90_01","Access Floor Voids","Sp_60_90"
"Sp_60_90_08","Boiler Rooms","Sp_60_90"
"Sp_60_90_13","Ceiling Voids","Sp_60_90"
"Sp_60_90_15","Control Rooms","Sp_60_90"
"Sp_60_90_27","Equipment Rooms","Sp_60_90"
"Sp_60_90_32","Furnace Rooms","Sp_60_90"
"Sp_60_90_42","Incinerator Rooms","Sp_60_90"
"Sp_60_90_64","Plant Rooms","Sp_60_90"
"Sp_60_90_77","Server Rooms","Sp_60_90"
"Sp_60_90_78","Services Shafts","Sp_60_90"
"Sp_60_90_80","Solid Fuel Storerooms","Sp_60_90"
"Sp_60_90_85","Switch Rooms","Sp_60_90"
"Sp_60_90_90","Transformer Rooms","Sp_60_90"
"Sp_60_90_96","Wall Services Voids","Sp_60_90"
"Sp_65","Sanitary, Cleaning, Maintenance And Storage Spaces","Sp"
"Sp_65_10","General Circulation Spaces","Sp_65"
"Sp_65_10_02","Air Locks","Sp_65_10"
"Sp_65_10_03","Anterooms","Sp_65_10"
"Sp_65_10_08","Breezeways","Sp_65_10"
"Sp_65_10_11","Canopies","Sp_65_10"
"Sp_65_10_15","Corridors","Sp_65_10"
"Sp_65_10_16","Covered Walkways","Sp_65_10"
"Sp_65_10_28","Escalators And Travelators","Sp_65_10"
"Sp_65_10_30","Fire Stairways","Sp_65_10"
"Sp_65_10_34","Goods Conveyors","Sp_65_10"
"Sp_65_10_36","Hallways","Sp_65_10"
"Sp_65_10_46","Landings","Sp_65_10"
"Sp_65_10_47","Lift Cars","Sp_65_10"
"Sp_65_10_48","Lift Machine Rooms","Sp_65_10"
"Sp_65_10_49","Lift Pits","Sp_65_10"
"Sp_65_10_50","Lift Shafts","Sp_65_10"
"Sp_65_10_51","Lobbies","Sp_65_10"
"Sp_65_10_53","Monumental Stairways","Sp_65_10"
"Sp_65_10_64","Porches","Sp_65_10"
"Sp_65_10_70","Ramps","Sp_65_10"
"Sp_65_10_75","Sally Ports","Sp_65_10"
"Sp_65_10_77","Shelters","Sp_65_10"
"Sp_65_10_85","Squares (Outdoor)","Sp_65_10"
"Sp_65_10_93","Utilitarian Stairways","Sp_65_10"
"Sp_65_10_94","Vestibules","Sp_65_10"
"Sp_65_10_96","Walkways And Internal Bridges","Sp_65_10"
"Sp_65_30","Sanitary Spaces","Sp_65"
"Sp_65_30_01","Accessible Changing Rooms","Sp_65_30"
"Sp_65_30_02","Accessible Public Bathrooms","Sp_65_30"
"Sp_65_30_03","Accessible Public Showers","Sp_65_30"
"Sp_65_30_04","Accessible Public Toilets","Sp_65_30"
"Sp_65_30_06","Baby Changing Rooms","Sp_65_30"
"Sp_65_30_50","Men's Changing Rooms","Sp_65_30"
"Sp_65_30_51","Men's Public Bathrooms","Sp_65_30"
"Sp_65_30_52","Men's Public Showers","Sp_65_30"
"Sp_65_30_53","Men's Public Toilets","Sp_65_30"
"Sp_65_30_59","Open Shower Areas","Sp_65_30"
"Sp_65_30_64","Private Bathrooms","Sp_65_30"
"Sp_65_30_65","Private Showers","Sp_65_30"
"Sp_65_30_66","Private Toilets","Sp_65_30"
"Sp_65_30_80","Smoking Spaces","Sp_65_30"
"Sp_65_30_91","Unisex Changing Rooms","Sp_65_30"
"Sp_65_30_92","Unisex Public Bathrooms","Sp_65_30"
"Sp_65_30_93","Unisex Public Showers","Sp_65_30"
"Sp_65_30_94","Unisex Public Toilets","Sp_65_30"
"Sp_65_30_95","Urinals","Sp_65_30"
"Sp_65_30_96","Women's Changing Rooms","Sp_65_30"
"Sp_65_30_97","Women's Public Bathrooms","Sp_65_30"
"Sp_65_30_98","Women's Public Showers","Sp_65_30"
"Sp_65_30_99","Women's Public Toilets","Sp_65_30"
"Sp_65_50","Cleaning And Maintenance Spaces","Sp_65"
"Sp_65_50_15","Commercial Laundries","Sp_65_50"
"Sp_65_50_23","Domestic Laundries","Sp_65_50"
"Sp_65_50_25","Drying And Airing Rooms","Sp_65_50"
"Sp_65_50_46","Laundrettes","Sp_65_50"
"Sp_65_70","Storage Spaces","Sp_65"
"Sp_65_70_04","Attics","Sp_65_70"
"Sp_65_70_12","Cellars","Sp_65_70"
"Sp_65_70_14","Cloak Rooms","Sp_65_70"
"Sp_65_70_15","Cold Store Rooms","Sp_65_70"
"Sp_65_70_33","Goods Delivery Bays","Sp_65_70"
"Sp_65_70_34","Goods Stores","Sp_65_70"
"Sp_65_70_35","Goods Warehouses","Sp_65_70"
"Sp_65_70_36","Hazardous Waste Storage Spaces","Sp_65_70"
"Sp_65_70_47","Left Luggage Rooms","Sp_65_70"
"Sp_65_70_59","Outdoor Storage Spaces","Sp_65_70"
"Sp_65_70_77","Secure Store Rooms","Sp_65_70"
"Sp_65_70_80","Small Shed Spaces","Sp_65_70"
"Sp_65_70_85","Stock Rooms","Sp_65_70"
"Sp_65_70_86","Storerooms","Sp_65_70"
"Sp_65_70_94","Vaults","Sp_65_70"
"Sp_65_70_96","Waste Storage Spaces","Sp_65_70"
"Sp_65_90","Unoccupied Voids","Sp_65"
"Sp_65_90_02","Air Shafts","Sp_65_90"
"Sp_65_90_12","Chimneys","Sp_65_90"
"Sp_65_90_13","Chutes","Sp_65_90"
"Sp_65_90_18","Crawl Spaces","Sp_65_90"
"Sp_65_90_47","Light Wells","Sp_65_90"
