Pr Products - 09 July 2015 - v1.1,,,,,,,
,,,,,,,
Code,Group,Sub group,Section,Object,Title,NBS Code,NRM
Pr_20_29_70_82,20,29,70,82,Spring spike,45-50-69/320 Spring spike;,
Pr_20_29_71,20,29,71,,Rivets,,
Pr_20_29_71_08,20,29,71,08,Blind (pop) rivets,45-50-15/310 Blind rivets;,
Pr_20_29_71_24,20,29,71,24,Drive rivets,,
Pr_20_29_71_30,20,29,71,30,Flush rivets,,
Pr_20_29_71_31,20,29,71,31,Friction,,
Pr_20_29_71_59,20,29,71,59,Oscar rivets,,
Pr_20_29_71_76,20,29,71,76,Self-pierce rivets,,
Pr_20_29_71_77,20,29,71,77,Semi-tubular rivets,45-50-15/350 Rivets;,
Pr_20_29_71_81,20,29,71,81,Solid rivets,45-50-15/350 Rivets;,
Pr_20_29_76,20,29,76,,Screws,,
Pr_20_29_76_11,20,29,76,11,Carbon steel hexagon head screws,45-50-60/405 Hexagon head carbon steel screws;,
Pr_20_29_76_15,20,29,76,15,Coach screws,45-50-60/400 Coach screws;,
Pr_20_29_76_28,20,29,76,28,Eye lags,,
Pr_20_29_76_50,20,29,76,50,Machine screws,,
Pr_20_29_76_65,20,29,76,65,Plasterboard screws,45-50-60/445 Plasterboard screws;,
Pr_20_29_76_76,20,29,76,76,Self-drilling sheet metal screws,45-50-60/415 Self-drilling or self-tapping screws;,
Pr_20_29_76_77,20,29,76,77,Set screws,45-50-60/425 Stainless steel set screws;,
Pr_20_29_76_78,20,29,76,78,Sheet metal screws,,
Pr_20_29_76_81,20,29,76,81,Socket screws,,
Pr_20_29_76_85,20,29,76,85,Stainless steel hexagon head screws,45-50-60/410 Hexagon head stainless steel screws;,
Pr_20_29_76_88,20,29,76,88,Thread-cutting machine screws,,
Pr_20_29_76_98,20,29,76,98,Wood screws,45-50-60/440 Wood screws;,
Pr_20_29_81,20,29,81,,Soil nails,,
Pr_20_29_81_11,20,29,81,11,Carbon steel soil nails,45-10-75/310 Carbon steel soil nails;,
Pr_20_29_81_63,20,29,81,63,Plastics soil nails,45-10-75/320 Stainless steel soil nails;,
Pr_20_29_81_84,20,29,81,84,Stainless steel soil nails,45-10-75/330 Plastics soil nails;,
Pr_20_29_85,20,29,85,,Straw bale fixings,,
Pr_20_29_85_64,20,29,85,64,Plastics sleeving,45-50-50/470 Plastics sleeving;,
Pr_20_29_85_65,20,29,85,65,Polyester straps,45-50-50/475 Polyester straps;,
Pr_20_29_87,20,29,87,,Thatch roofing fasteners,,
Pr_20_29_87_36,20,29,87,36,Hazel staples,45-50-70/365 Hazel staples;,
Pr_20_29_87_37,20,29,87,37,Hazel sways,45-50-70/370 Hazel sways;,
Pr_20_29_87_52,20,29,87,52,Metal sways,45-50-70/380 Metal sways;,
Pr_20_29_87_87,20,29,87,87,Thatching hooks,45-50-70/385 Thatching hooks;,
Pr_20_29_87_96,20,29,87,96,Willow sways,45-50-70/375 Willow sways;,
Pr_20_29_88,20,29,88,,Tile and fabric roofing fasteners,,
Pr_20_29_88_15,20,29,88,15,Coupler connections,45-50-70/352 Coupler connections;,
Pr_20_29_88_26,20,29,88,26,Edge beading,45-50-70/354 Edge beading;,
Pr_20_29_88_27,20,29,88,27,Edge beading rails,45-50-70/356 Edge beading rails;,
Pr_20_29_88_31,20,29,88,31,Forked roofing connectors,45-50-70/350 Forked connectors;,
Pr_20_29_88_37,20,29,88,37,Hip irons,45-50-70/395 Hip irons;,
Pr_20_29_88_41,20,29,88,41,Insulation fixing saddle clips,45-50-70/410 Saddle clips for fixing insulation;,
Pr_20_29_88_42,20,29,88,42,Insulation fixing spikes,45-50-70/400 Insulation fixing spikes;,
Pr_20_29_88_43,20,29,88,43,Insulation fixing straps,45-50-70/405 Insulation fixing straps;,
Pr_20_29_88_59,20,29,88,59,Overlay fasteners,45-50-70/315 Overlay fasteners;,
Pr_20_29_88_70,20,29,88,70,Roofing belts,45-50-70/325 Belts;,
Pr_20_29_88_71,20,29,88,71,Roofing clamps,45-50-70/330 Clamps;,
Pr_20_29_88_72,20,29,88,72,Roofing clamping plates,45-50-70/335 Clamping plates;,
Pr_20_29_88_73,20,29,88,73,Roofing corner plates,45-50-70/340 Corner plates;,
Pr_20_29_88_74,20,29,88,74,Roofing straps,45-50-70/345 Straps;,
Pr_20_29_88_75,20,29,88,75,Roofing swags,45-50-70/358 Swags;,
Pr_20_29_97,20,29,97,,Welding joint fillers,,
Pr_20_29_97_09,20,29,97,09,Brazing joint fillers,,
Pr_20_29_97_26,20,29,97,26,Electric welding joint fillers,,
Pr_20_29_97_33,20,29,97,33,Gas welding joint fillers,,
Pr_20_29_97_81,20,29,97,81,Soldering joint fillers,,
Pr_20_31,20,31,,,Formless structure and general products,,
Pr_20_31_01,20,31,01,,Additives,,
Pr_20_31_01_11,20,31,01,11,Carbon steel fibres,45-55-04/400 Carbon steel fibres;,
Pr_20_31_01_32,20,31,01,32,Glass fibres,45-55-04/405 Glass fibres;,
Pr_20_31_01_39,20,31,01,39,Hydraulic road binder,45-55-04/496 Hydraulic road binder;,
Pr_20_31_01_85,20,31,01,85,Stainless steel fibres,45-55-04/415 Stainless steel fibres;,
Pr_20_31_01_86,20,31,01,86,Synthetic fibres,45-55-04/410 Polymer fibres;,
Pr_20_31_02,20,31,02,,Adhesives and bonding compounds,,
Pr_20_31_02_02,20,31,02,02,Acrylic anaerobic adhesives,45-50-00/305 Acrylic anaerobic adhesives;,
Pr_20_31_02_03,20,31,02,03,Acrylic and methacrylate adhesives,45-50-00/310 Acrylic and methacrylate adhesives;,
Pr_20_31_02_04,20,31,02,04,All-purpose pastes,45-50-00/420 All purpose pastes;,
Pr_20_31_02_06,20,31,02,06,Bio-resin adhesives,45-50-00/315 Bio-resin adhesives;,
Pr_20_31_02_07,20,31,02,07,Bitumen bonding compounds,,
Pr_20_31_02_08,20,31,02,08,Bitumen-based bonding compounds,45-50-00/400 Bitumen based bonding compounds;,
Pr_20_31_02_09,20,31,02,09,Bitumen rubber emulsion adhesives,45-50-00/320 Bitumen rubber emulsion adhesives;,
Pr_20_31_02_11,20,31,02,11,Casein adhesives,,
Pr_20_31_02_12,20,31,02,12,Cementitious adhesives,45-50-00/325 Cementitious adhesives;,
Pr_20_31_02_13,20,31,02,13,Cementitious bonding compounds,45-50-00/380 Cementitious bonding agents;,
Pr_20_31_02_15,20,31,02,15,Cold-applied bitumen bonding compounds,45-55-12/360 Cold applied bitumen bonding compounds;,
Pr_20_31_02_18,20,31,02,18,Cold water pastes,45-50-00/425 Cold water pastes;,
Pr_20_31_02_21,20,31,02,21,Damp-proof course joint sealer adhesives,45-25-20/435 Damp proof course joint sealer adhesive;,
Pr_20_31_02_26,20,31,02,26,Epoxy resin-based adhesives,45-50-00/330 Epoxy resin-based adhesives;,
Pr_20_31_02_28,20,31,02,28,Epoxy resin-based bonding compounds,45-50-00/385 Epoxy resin-based bonding agents;,
Pr_20_31_02_29,20,31,02,29,Epoxy resin ballast glue,,
Pr_20_31_02_33,20,31,02,33,Gilding size,45-50-00/410 Gilding sizes;,
Pr_20_31_02_35,20,31,02,35,Gypsum-based adhesives,45-50-00/335 Gypsum-based adhesives;,
Pr_20_31_02_36,20,31,02,36,Heavy duty pastes,45-50-00/430 Heavy duty pastes;,
Pr_20_31_02_37,20,31,02,37,Hot-applied bitumen bonding compounds,45-55-12/370 Hot applied bitumen bonding compounds;,
Pr_20_31_02_38,20,31,02,38,High-performance ready-mixed adhesives,"45-50-00/435 High performance, ready mixed adhesives;",
Pr_20_31_02_50,20,31,02,50,Masonry injection resin,45-55-70/320 Injection resin;,
Pr_20_31_02_52,20,31,02,52,Modified silane (MS) polymer adhesives,45-50-00/340 Modified silane (MS) polymer adhesives;,
Pr_20_31_02_56,20,31,02,56,Natural rubber-based and latex adhesives,45-50-00/345 Natural rubber-based and latex adhesives;,
Pr_20_31_02_57,20,31,02,57,Non bitumen-based bonding compounds,45-50-00/405 Non bitumen-based bonding compounds;,
Pr_20_31_02_59,20,31,02,59,Overlap and border adhesives,45-50-00/437 Overlap and border adhesive;,
Pr_20_31_02_60,20,31,02,60,Parchment size,45-35-84/450 Parchment size;,
Pr_20_31_02_61,20,31,02,61,"Phenolic, resorcinol and formaldehyde","45-50-00/350 Phenolic, resorcinolic and formaldehyde-based resin (PRF) thermosetting adhesives;",
Pr_20_31_02_62,20,31,02,62,Polyurethane (PUR) adhesives,45-50-00/355 Polyurethane adhesives;,
Pr_20_31_02_63,20,31,02,63,Polyurethane (PUR) ballast reinforcement,,
Pr_20_31_02_64,20,31,02,64,Polyurethane (PUR) based resin binders,45-50-00/415 Polyurethane-based resin binders;,
Pr_20_31_02_65,20,31,02,65,Polyvinyl acetate (PVAc) adhesives,45-50-00/360 Polyvinyl acetate (PVAc) adhesives;,
Pr_20_31_02_66,20,31,02,66,Polyvinyl acetate (PVAc) bonding compounds,45-50-00/390 Polyvinyl acetate (PVAc) bonding agents;,
Pr_20_31_02_71,20,31,02,71,Resin binders,45-55-12/400 Resin binders;,
Pr_20_31_02_80,20,31,02,80,Solvent-based synthetic rubber resin adhesives,45-50-00/365 Solvent-based synthetic rubber resin adhesives;,
Pr_20_31_02_81,20,31,02,81,Solvent-free cellulose adhesives,45-50-00/440 Solvent-free cellulose adhesives;,
Pr_20_31_02_82,20,31,02,82,Solvent-free synthetic rubber resin adhesives,45-50-00/370 Solvent-free synthetic rubber resin adhesives;,
Pr_20_31_02_83,20,31,02,83,Solvent welding cement,,
Pr_20_31_02_84,20,31,02,84,Styrene butadiene rubber (SBR) bonding compounds,45-50-00/395 Styrene butadiene rubber (SBR) bonding agents;,
Pr_20_31_02_85,20,31,02,85,Synthetic bonding compounds,45-35-50/370 Synthetic bonding compound;,
Pr_20_31_02_94,20,31,02,94,Vermiculite-based adhesives,45-50-00/375 Vermiculite-based adhesives;,
Pr_20_31_02_95,20,31,02,95,Vinyl adhesives,45-50-00/445 Vinyl adhesives;,
Pr_20_31_02_97,20,31,02,97,Welding paste and solvents,45-55-08/420 Welding paste or solvent;,
Pr_20_31_03,20,31,03,,Admixtures,,
Pr_20_31_03_01,20,31,03,01,Adherence proofing concrete admixtures,,
Pr_20_31_03_02,20,31,03,02,Air entraining and plasticizing concrete admixtures,45-55-04/320 Air entraining/plasticizing admixture for concrete;,
Pr_20_31_03_03,20,31,03,03,Air entraining and plasticizing mortar and screed admixtures,45-55-04/325 Air entraining/ plasticizing admixture for mortars and screeds;,
Pr_20_31_03_15,20,31,03,15,Concrete expanding agents,,
Pr_20_31_03_16,20,31,03,16,Concrete foaming agents,45-55-04/330 Foaming agent for concrete;,
Pr_20_31_03_17,20,31,03,17,Corrosion inhibiting admixtures,,
Pr_20_31_03_31,20,31,03,31,Frostproofing concrete admixtures,,
Pr_20_31_03_36,20,31,03,36,Hardening and accelerating concrete admixtures,45-55-04/335 Hardening accelerating admixture for concrete;,
Pr_20_31_03_38,20,31,03,38,High range water reducing and superplasticizing concrete admixtures,45-55-04/340 High range water reducing/ superplasticizing admixture for concrete;,
Pr_20_31_03_52,20,31,03,52,Mid-range water reducing and super plasticizing concrete admixtures,,
Pr_20_31_03_58,20,31,03,58,Oil proofing concrete admixtures,,
Pr_20_31_03_64,20,31,03,64,Polymer admixtures,45-55-04/367 Polymer admixture;,
Pr_20_31_03_76,20,31,03,76,Set-accelerating concrete admixtures,45-55-04/345 Set accelerating admixture for concrete;,
Pr_20_31_03_77,20,31,03,77,"Set-accelerating, water reducing and plasticizing concrete admixtures",45-55-04/350 Set accelerating/ water reducing/ plasticizing admixture for concrete;,
Pr_20_31_03_78,20,31,03,78,"Set-retarding concrete, mortar and plaster admixtures","45-55-04/355 Set retarding admixture for concrete, mortar and plaster;",
Pr_20_31_03_79,20,31,03,79,"Set-retarding, high range water reducing and superplasticizing concrete admixtures",45-55-04/365 Set retarding/ high range water reducing/ superplasticizing admixture for concrete;,
Pr_20_31_03_80,20,31,03,80,"Set-retarding, water reducing and plasticizing concrete admixtures",45-55-04/360 Set retarding/ water reducing/ plasticizing admixture for concrete;,
Pr_20_31_03_84,20,31,03,84,Sprayed concrete admixtures,45-55-04/315 Admixtures for sprayed concrete;,
Pr_20_31_03_94,20,31,03,94,Viscosity modifying admixtures,,
Pr_20_31_03_95,20,31,03,95,Waterproofing concrete admixtures,,
Pr_20_31_03_96,20,31,03,96,Waterproofing mortar admixtures,45-55-04/385 Waterproofing admixture;,
Pr_20_31_03_97,20,31,03,97,Water-reducing and plasticizing concrete admixtures,45-55-04/370 Water reducing/plasticizing admixture for concrete;,
Pr_20_31_03_98,20,31,03,98,Water-retaining concrete admixtures,45-55-04/380 Water retaining admixture for concrete;,
Pr_20_31_04,20,31,04,,Aggregates,,
Pr_20_31_04_01,20,31,04,01,Air cooled steel slag,45-55-06/370 Air cooled steel slag;,
Pr_20_31_04_02,20,31,04,02,All-in normal and heavyweight aggregates,45-55-06/312 All-in normal and heavyweight aggregates for concrete;,
Pr_20_31_04_04,20,31,04,04,Armourstone coarse aggregates,45-55-06/310 Armourstone coarse aggregates;,
Pr_20_31_04_05,20,31,04,05,Barytes aggregates,,
Pr_20_31_04_06,20,31,04,06,"Base, bed and fill all-in aggregates","45-55-06/304 All-in aggregates for bases, beds and fill;",
Pr_20_31_04_07,20,31,04,07,"Base, bed and fill coarse aggregates","45-55-06/306 Coarse aggregates for bases, beds and fill;",
Pr_20_31_04_08,20,31,04,08,"Base, bed and fill fine aggregates","45-55-06/308 Fine aggregates for bases, beds and fill;",
Pr_20_31_04_09,20,31,04,09,Blinding coarse aggregates,45-55-06/332 Coarse aggregates for blinding;,
Pr_20_31_04_10,20,31,04,10,Blinding fine aggregates,45-55-06/334 Fine aggregates for blinding;,
Pr_20_31_04_11,20,31,04,11,Bonded surfacing decorative aggregates,45-55-06/340 Decorative aggregates for bonded surfacing;,
Pr_20_31_04_13,20,31,04,13,Coarse general aggregates,45-55-06/346 Coarse general aggregates;,
Pr_20_31_04_15,20,31,04,15,Coarse lightweight aggregates for concrete and mortar,45-55-06/318 Coarse lightweight aggregates for concrete and mortar;,
Pr_20_31_04_16,20,31,04,16,Coarse normal and heavyweight aggregates,45-55-06/314 Coarse normal and heavyweight aggregates for concrete;,
Pr_20_31_04_20,20,31,04,20,Crushed stone aggregates,,
Pr_20_31_04_25,20,31,04,25,Expanded clay lightweight aggregates,45-55-06/352 Lightweight general aggregates;,
Pr_20_31_04_26,20,31,04,26,Expanded glass aggregates,,
Pr_20_31_04_27,20,31,04,27,Expanded slag aggregates,,
Pr_20_31_04_28,20,31,04,28,Expanded slate aggregates,,
Pr_20_31_04_29,20,31,04,29,Fine aggregates,45-55-06/365 Fine aggregates for water filtration;,
Pr_20_31_04_30,20,31,04,30,Fine general aggregates,45-55-06/348 Fine general aggregates;,
Pr_20_31_04_31,20,31,04,31,Fine lightweight aggregates for concrete and mortar,45-55-06/320 Fine lightweight aggregates for concrete and mortar;,
Pr_20_31_04_32,20,31,04,32,Fine normal and heavyweight aggregates,45-55-06/316 Fine normal and heavyweight aggregates for concrete;,
Pr_20_31_04_35,20,31,04,35,Granular cork aggregates,,
Pr_20_31_04_42,20,31,04,42,Iron ore aggregates,,
Pr_20_31_04_44,20,31,04,44,Jointing fine aggregates,45-55-06/336 Fine aggregates for jointing;,
Pr_20_31_04_46,20,31,04,46,Laying course fine aggregates,45-55-06/330 Fine aggregates for laying courses;,
Pr_20_31_04_48,20,31,04,48,Loose surfacing decorative aggregates,45-55-06/342 Decorative aggregates for loose surfacing;,
Pr_20_31_04_51,20,31,04,51,Mortar aggregates,45-55-06/322 All-in aggregates for mortars;,
Pr_20_31_04_52,20,31,04,52,Mortar coarse aggregates,45-55-06/324 Coarse aggregates for mortars;,
Pr_20_31_04_53,20,31,04,53,Mortar fine aggregates,45-55-06/326 Fine aggregates for mortars;,
Pr_20_31_04_56,20,31,04,56,Natural stone aggregates,45-55-06/310 Armourstone coarse aggregates;,
Pr_20_31_04_57,20,31,04,57,Natural stone dusts,45-55-06/327 Natural stone dust;,
Pr_20_31_04_60,20,31,04,60,Pea gravel,,
Pr_20_31_04_61,20,31,04,61,Perlite aggregates,45-55-06/352 Lightweight general aggregates;,
Pr_20_31_04_62,20,31,04,62,Permeable laying course aggregates,45-55-06/328 Aggregates for permeable laying courses;,
Pr_20_31_04_71,20,31,04,71,Recycled lightweight aggregates,45-55-06/352 Lightweight general aggregates;,
Pr_20_31_04_72,20,31,04,72,Recycled rubber granules,45-55-06/350 Recycled rubber granules;,
Pr_20_31_04_77,20,31,04,77,Scrap iron aggregates,,
Pr_20_31_04_79,20,31,04,79,Single sized aggregates,45-55-06/360 Single sized aggregates for biological filtration;,
Pr_20_31_04_80,20,31,04,80,Soil amelioration aggregates,45-55-06/338 Aggregates for soil amelioration;,
Pr_20_31_04_85,20,31,04,85,Surface dressing aggregates,45-55-06/302 Aggregates for surface dressings;,
Pr_20_31_04_86,20,31,04,86,Surface treatment fine aggregates,45-55-06/344 Fine aggregates for surface treatment;,
Pr_20_31_04_94,20,31,04,94,Vermiculite aggregates,45-55-06/352 Lightweight general aggregates;,
Pr_20_31_12,20,31,12,,Cements and limes,,
Pr_20_31_12_11,20,31,12,11,Calcium aluminate cements,45-55-18/310 Calcium aluminate cement;,
Pr_20_31_12_13,20,31,12,13,Cement/cement replacement materials,45-55-18/320 Cement/cement replacement materials;,
Pr_20_31_12_39,20,31,12,39,Hydraulic limes,45-55-18/430 Lime with hydraulic properties;,
Pr_20_31_12_50,20,31,12,50,Masonry cements,45-55-18/340 Masonry cement;,
Pr_20_31_12_57,20,31,12,57,Non-hydraulic lime putties,45-55-18/410 Custom made ready prepared non-hydraulic lime putty;,
Pr_20_31_12_58,20,31,12,58,Non-hydraulic limes,45-55-18/440 Non-hydraulic lime;,
Pr_20_31_12_59,20,31,12,59,Oyster shells,45-55-18/445 Oyster shells;,
Pr_20_31_12_60,20,31,12,60,Portland cements,45-55-18/350 Portland cement;,
Pr_20_31_12_86,20,31,12,86,Sulfate-resisting Portland cements,45-55-18/360 Sulfate-resisting Portland cement;,
Pr_20_31_16,20,31,16,,Concretes,,
Pr_20_31_16_12,20,31,16,12,Cement-bound granular mixtures,45-55-20/310 Cement bound granular mixtures;,
Pr_20_31_16_21,20,31,16,21,Designated concrete,45-55-20/330 Designated concrete;,
Pr_20_31_16_22,20,31,16,22,Designed concrete,45-55-20/325 Designed concrete;,
Pr_20_31_16_29,20,31,16,29,Fine bedding concretes,45-55-20/390 Ready-to-use fine concrete for bedding;,
Pr_20_31_16_30,20,31,16,30,Fly ash bound mixtures,45-55-20/312 Fly ash bound mixtures;,
Pr_20_31_16_31,20,31,16,31,Foamed concrete,45-55-10/370 Polymer modified levelling screed mix;,
Pr_20_31_16_37,20,31,16,37,High strength concrete,45-55-10/370 Polymer modified levelling screed mix;,
Pr_20_31_16_39,20,31,16,39,Hydraulic road binder bound mixtures,45-55-20/316 Hydraulic road binder bound mixtures;,
Pr_20_31_16_66,20,31,16,66,Pre-blended concretes,45-55-20/340 Pre-blended concrete;,
Pr_20_31_16_67,20,31,16,67,Prescribed concrete,45-55-20/335 Prescribed concrete;,
Pr_20_31_16_68,20,31,16,68,Proprietary concretes,45-55-20/370 Proprietary concrete;,
Pr_20_31_16_70,20,31,16,70,Resin concretes,,
Pr_20_31_16_72,20,31,16,72,Roman concretes,,
Pr_20_31_16_76,20,31,16,76,Self-compacting concretes,45-55-10/370 Polymer modified levelling screed mix;,
Pr_20_31_16_78,20,31,16,78,Slag bound mixtures,45-55-20/314 Slag bound mixtures;,
Pr_20_31_16_80,20,31,16,80,Small-area repair concretes,45-55-20/320 Concrete for small area repairs;,
Pr_20_31_16_84,20,31,16,84,Sprayed concretes,,
Pr_20_31_16_85,20,31,16,85,Standardized prescribed concrete,45-55-20/400 Standardized prescribed concrete;,
Pr_20_31_16_92,20,31,16,92,Ultra high performance concrete,45-55-10/370 Polymer modified levelling screed mix;,
Pr_20_31_35,20,31,35,,Granules and powders,,
Pr_20_31_35_11,20,31,35,11,Carborundum,,
Pr_20_31_35_22,20,31,35,22,Diatomaceous earth,,
Pr_20_31_35_30,20,31,35,30,Fly ash,45-55-04/440 Fly ash;,
Pr_20_31_35_33,20,31,35,33,Granulated blast furnace slag,45-55-04/492 Granulated blast furnace slag;,
Pr_20_31_35_34,20,31,35,34,Ground granulated blast furnace slag,45-55-04/445 Ground granulated blast furnace slag;,
Pr_20_31_35_35,20,31,35,35,Gypsum,45-55-04/490 Gypsum;,
Pr_20_31_35_47,20,31,35,47,Limestone fines,45-55-04/450 Limestone fines;,
Pr_20_31_35_50,20,31,35,50,Marble dust,45-55-04/455 Marble dust;,
Pr_20_31_35_51,20,31,35,51,Metakaolin,45-55-04/460 Metakaolin;,
Pr_20_31_35_52,20,31,35,52,Microsilica,,
Pr_20_31_35_53,20,31,35,53,Mineral pigments,45-55-04/465 Pigments;,
Pr_20_31_35_56,20,31,35,56,Natural pozzolan,,
Pr_20_31_35_60,20,31,35,60,Partially ground granulated blast furnace slag,45-55-04/494 Partially ground granulated blast furnace slag;,
Pr_20_31_35_62,20,31,35,62,Plaster of Paris,45-55-04/470 Plaster of Paris;,
Pr_20_31_35_75,20,31,35,75,Sawdust,,
Pr_20_31_35_81,20,31,35,81,Silica fume,45-55-04/475 Silica fume;,
Pr_20_31_35_82,20,31,35,82,Sintered pulverised fuel ash,,
Pr_20_31_35_86,20,31,35,86,Synthetic foam granules,,
Pr_20_31_53,20,31,53,,Mortars and grouts,,
Pr_20_31_53_08,20,31,53,08,Brick slip adhesive mortars,45-55-50/300 Brick slip adhesive mortar;,
Pr_20_31_53_10,20,31,53,10,Cement gauged designed mortars,45-55-50/302 Cement gauged designed mix mortar;,
Pr_20_31_53_11,20,31,53,11,Cement gauged prescribed mix mortars,45-55-50/303 Cement gauged prescribed mix mortar;,
Pr_20_31_53_12,20,31,53,12,Cementitious and reaction resin grouts,45-55-50/400 Cementitious and reaction resin grout;,
Pr_20_31_53_13,20,31,53,13,Cementitious grouts,45-55-50/405 Cementitious grout;,
Pr_20_31_53_14,20,31,53,14,Cementitious tanking mortars,45-55-50/305 Cementitious tanking mortar;,
Pr_20_31_53_15,20,31,53,15,Concrete repair mortars,45-55-50/350 Repair mortar for concrete;,
Pr_20_31_53_18,20,31,53,18,Crystallization active slurry mortars,45-55-50/460 Crystallization active slurry mortar;,
Pr_20_31_53_26,20,31,53,26,Epoxy mortars,45-55-50/310 Epoxy mortar;,
Pr_20_31_53_27,20,31,53,27,Epoxy resin grouts,45-55-50/410 Epoxy resin grout;,
Pr_20_31_53_28,20,31,53,28,Epoxy resin-modified cementitious slurries,45-55-50/465 Epoxy resin-modified cementitious slurry;,
Pr_20_31_53_30,20,31,53,30,Fibre-reinforced polymer-modified cementitious mortars,45-55-50/315 Fibre-reinforced polymer-modified cementitious mortar;,
Pr_20_31_53_31,20,31,53,31,Fire-resisting mortars,45-55-50/320 Fire resisting mortar;,
Pr_20_31_53_32,20,31,53,32,General purpose cement:sand mortars,,
Pr_20_31_53_33,20,31,53,33,Glass block jointing mortars,45-55-50/490 Glass block jointing mortar;,
Pr_20_31_53_34,20,31,53,34,Glass block pointing mortars,45-55-50/495 Glass block pointing mortar;,
Pr_20_31_53_39,20,31,53,39,Hydraulic lime mortars,45-55-50/347 Premixed hydraulic lime mortar;,
Pr_20_31_53_40,20,31,53,40,Injection grouts,45-55-50/450 Injection grout;,
Pr_20_31_53_41,20,31,53,41,Injection mortar damp-proof courses,45-25-20/390 Rising damp injection materials;,
Pr_20_31_53_42,20,31,53,42,Injection mortars,45-55-50/380 Injection mortar;,
Pr_20_31_53_43,20,31,53,43,Intumescent mortars,45-55-50/325 Intumescent mortar;,
Pr_20_31_53_47,20,31,53,47,Lightweight masonry mortars,45-55-50/326 Lightweight masonry mortar;,
Pr_20_31_53_50,20,31,53,50,Masonry grout,45-55-50/415 Masonry grout;,
Pr_20_31_53_52,20,31,53,52,Metal anchor and fixings grouts,45-55-50/420 Metal fixings and anchors grout;,
